ID,P,PET,Q,Qb
2128000,1185.85933585972,1072.12678417631,326.933819416855,107.803283380912
2137727,1450.03825272815,1007.63620789008,645.225276664661,400.277028841434
2140991,1354.87792057722,1012.03442629588,619.066598172821,357.629068806731
2143000,1361.72208937114,1063.8868444188,515.061211563587,295.433567155229
2143040,1483.16690118,1024.6411725002,600.976584354676,318.976920780958
2149000,1382.47699246337,1091.7182636012,549.780769455423,353.34925336582
2152100,1387.29208155551,1133.63001067996,460.812366210538,273.94200004772
2177000,1931.47670830696,1027.40983599385,1022.36006052663,685.384758076643
2178400,1879.62013973896,1027.08145687557,1041.45204385079,679.831077224531
2193340,1190.13811657975,1106.04052523536,237.53872265254,78.1108575161628
2196000,1192.70182627365,1428.87188406502,186.95868588077,44.153500204821
2198100,1207.06791629655,1315.10928144611,271.609490464335,97.8058723785227
2202600,1201.17615016604,1156.37909273881,238.783136394225,67.5613225071609
2212600,1206.71980466693,1470.40863200866,256.019371128963,71.4901997137157
2215100,1221.9081842079,1152.85584552372,313.953215666197,125.505951312739
2216180,1219.9732739202,1164.91292898041,309.058471390055,83.5240812517319
2221525,1200.27946919169,1150.53004365448,264.673669818474,120.672608376701
2231000,1358.22590351585,1243.11720510922,268.67444317127,99.3505256404051
2231342,1335.19181994263,1277.6336909457,301.916986226735,91.4970624007073
2235200,1351.76009274646,1509.15768143295,144.692667881204,86.7945072331824
2245500,1359.18983867022,1392.38497742128,329.291949357226,118.876814896014
2246000,1340.92946133523,1200.89463017855,334.968769827236,106.531036584462
2296500,1347.12309541406,1279.49895015143,246.55596326928,87.8110201711032
2297155,1439.80675912732,1410.44210012025,254.801386329509,75.5524152419415
2297310,1408.94477915127,1474.03173339659,292.397645365331,99.7547736349681
2298123,1358.39321624679,1286.22249692745,326.34565018685,133.264218743171
2298608,1421.72556305419,1321.32826912718,433.540826668113,128.825103251761
2299950,1430.32934571348,1285.22613693004,415.720405177528,100.176314307044
2300700,1408.87199626571,1589.33419158965,513.741129518574,148.205457014996
2310947,1374.08092525128,1295.48162856265,140.291743996812,56.5832309421669
2312200,1331.88953895569,1379.95158392703,149.766593286004,72.4692013072048
2314500,1328.62399200403,1268.63044975024,237.217528190069,129.44155884902
2315500,1339.65367918461,1353.1610804416,213.255204850101,112.490664745373
2324400,1437.50996682352,1391.9245566338,223.666004117993,96.0440750174422
2327100,1518.99330660808,1191.770682635,595.436251915665,147.08518229865
2342933,1363.42450100681,1198.66371692992,345.166004301501,91.0956915908816
2349900,1209.8345297246,1153.44294085167,295.21673773731,116.363652996027
2350900,1292.79605431932,1154.14243603323,326.235394464907,177.01986206828
2361000,1399.29783091923,1205.27855785441,411.060513129997,199.372425836806
2363000,1434.41535790254,1525.24232558471,383.278077404401,146.548741040971
2369800,1644.08029838754,1357.2828812432,524.519798223023,245.338110736791
2371500,1413.57151113652,1151.87361247411,394.959515416029,166.58532175647
2372250,1428.07789741169,1149.73897234803,413.789841942613,169.537787665969
2374500,1575.01090340696,1589.9176861678,513.799717434025,290.793414344962
2381600,1555.8329208569,1100.92291189391,520.791941792561,290.828068390425
2384540,1767.7252991683,1019.78696201824,801.433921090136,307.497270556778
2395120,1354.41024829192,1075.51265631602,436.011975901725,211.844049924778
2408540,1485.71105355259,1147.48665985148,510.771407294963,237.452201862899
2415000,1493.32667305229,1097.36584813511,535.492761310103,253.522780310719
2422500,1445.08791486502,1125.54986150692,463.833090166912,232.09002315005
2427250,1462.43596029057,1451.41734389227,427.11278911264,127.470528502448
2430085,1523.43593841571,1077.63677495008,583.14870226827,225.371012766216
2430615,1525.36071644397,1077.72258857785,572.781541095554,276.753445128825
2450250,1574.26751331244,1117.07419732319,600.891310198657,165.008128580367
2464000,1540.55541230801,1095.3431442414,559.782905484811,155.06994630876
2464146,1523.79257446174,1105.05086392569,514.849905390748,208.515009615373
2464360,1499.43145832542,1154.4607922829,518.918693697831,225.407091088723
2465493,1481.86144894487,1310.12021012268,413.615044348532,232.990712567031
2469800,1488.07536764796,1198.58367463691,459.487728538677,156.218104894111
2472000,1510.82708457866,1155.2187862158,474.259914031127,145.237276538496
2472500,1561.45798892303,1320.14520428809,476.852395227324,221.912849313784
2479155,1629.06073174877,1167.07237073122,570.279823293591,166.598103271365
2479300,1680.62737012671,1172.61618642042,640.289648045393,262.274858932196
2479560,1681.36620171114,1162.96149441315,638.806337030007,247.586311273373
2481000,1724.37159275327,1175.12339435541,696.45144210129,152.320429392086
2481510,1677.68902510905,1173.85799378485,635.804798825204,202.003890896344
3015500,1306.84714004689,826.420034800118,700.485710958751,262.525857897782
3049000,1202.5212080824,870.179832460445,484.198659354504,173.857175566341
3049800,1107.40609457193,889.210067169597,392.740493821445,116.891056005356
3050000,1423.20193300472,904.944752926028,709.943046307995,210.017352600228
3069500,1465.53056830091,893.740538765796,885.021393314875,300.30906307147
3070500,1344.784307981,889.408799775211,727.903194714799,246.442299275481
3076600,1323.13038003491,891.355235871527,655.877610444542,250.373338593157
3078000,1276.50771512395,890.900669786848,685.61518205687,267.343657272349
3140000,1048.04384716636,893.818746087809,352.373010796246,118.467913974153
3144000,1076.63545961524,898.030726680022,391.652585792724,133.369787099982
3159540,1125.3498899261,922.680536069521,376.963840960895,91.274792682702
3161000,1462.98042905192,986.808781514658,707.205905481681,462.780421853821
3164000,1357.58659940183,975.891578760471,569.842329301476,344.273658218591
3165000,1328.02520328481,973.623336640705,607.23644654278,380.57290487292
3170000,1225.53565659004,1030.45474685631,391.679500049932,239.741645844259
3173000,1097.56318923062,963.8488776516,362.000229851275,161.393018120519
3180500,1369.1777231396,908.892100885656,722.912162726743,248.790835028655
3182500,1290.89355855093,921.238136828866,584.9968137791,191.6671391709
3186500,1485.91714344603,919.637825396566,924.888006886693,296.085580696298
3187500,1483.06944003532,920.901164148531,941.320279797906,306.227131277389
3213700,1267.93190491429,955.130207762149,397.028981996339,184.684237050017
3237280,1246.92163660522,934.802368348508,398.536254916978,96.7111496821026
3237500,1152.31607537479,935.312903922875,412.001971217259,82.6185516336071
3238500,1167.93805713256,935.240947773936,443.197723444199,53.9176955086315
3241500,1099.67094587068,919.215082492906,392.717110454256,142.403793380033
3280700,1442.30784923851,997.963706999402,473.688860374347,144.430163531635
3281100,1383.52476542882,980.493955724894,465.777641093117,123.284971037494
3281500,1376.61855138177,975.166383426256,490.578758319417,143.110545153605
3285000,1287.08977848607,988.752098809604,504.968396875889,109.171313744942
3291780,1286.31319793091,946.487431746695,509.729466330904,87.9461124547553
3300400,1259.26894530415,987.373324604914,481.160611568435,87.8236413232711
3338780,1059.74805837825,909.513092731843,416.266110302488,130.226690596625
3340800,1145.08595109868,921.139234807246,383.47847080499,114.106488646723
3346000,1138.15855182751,951.608520721492,353.421600896586,53.0223653737002
3364500,1184.13867891581,931.596795308151,418.895236237249,105.616911156525
3366500,1273.51141439207,949.450146168262,465.172233379131,89.233444223142
3368000,1230.21690096564,940.411727119409,482.007113073447,61.5670390667588
3384450,1347.32831287726,998.723694917506,491.13980772843,83.3208823365524
3439000,2027.8241373895,991.674258945705,1160.69084393854,763.244222450176
3450000,1484.6368284694,979.144160446107,603.178803481548,301.348601705181
3455500,2116.66576749927,1244.66889572306,1213.7737451294,661.165696697423
3456500,1756.03308419758,1003.67371635586,918.553907530657,519.707342278784
3460000,1642.84178549531,967.827059402854,770.450707875726,468.348488645909
3463300,1627.02979868015,1110.8003191333,1078.78825214775,557.193437832456
3471500,1225.60649659916,953.849322714922,489.352912625315,262.28307726581
3473000,1256.86781929275,948.392685424348,534.90637592789,282.848089056674
3479000,1433.66366800557,974.816307862932,659.448473104666,333.923143142978
3488000,1192.93815190134,955.826578349512,448.382300668923,193.369256011368
3498500,1573.04529489823,969.813826540262,650.15552416813,313.035582358047
3500000,1861.34126240907,1031.19509632849,879.594544587,581.804217132494
3500240,1800.68130941857,1119.18875846336,799.070875198047,508.806307554497
3504000,2037.78676451694,985.653662040912,1319.65028644106,849.986353369639
3574500,1562.41058994107,1043.55188747409,686.230989744027,199.600816578207
3592718,1525.45021862017,1377.22153325037,544.522811050345,189.287432876621
3604000,1551.98284647905,1082.53057350458,597.063760859159,298.557391888547
4015330,819.890386239443,716.736592758066,376.961018620099,99.0145522956865
4024430,833.334702629824,734.901242656976,319.508897236898,122.881100678141
4105700,1015.96283028806,850.889508130049,392.304183194357,292.566976012697
4115265,921.646358234898,827.508788284819,279.84144739241,193.20894859672
4122200,961.244349212992,815.276430634523,394.048511738835,308.148483528404
4122500,958.874585949888,809.329897770383,401.74057880792,320.156938100369
4161580,906.690950496431,836.48566408128,226.961313194323,117.8062379337
4185000,945.303294920346,869.722151294446,331.208849042236,108.990223494709
4196800,978.098495779148,897.190545132512,333.231901157766,55.2776918515003
4197100,1014.05981388441,893.78168654409,336.29169021174,60.7301750355895
4197170,1000.09506419455,882.129340328468,334.234489191014,53.0699975012953
4213000,1203.15053103117,844.461866804657,598.965266724016,155.47604559878
4213075,1190.66408779974,845.009859309787,569.134168725849,196.811057440017
4233000,1033.62786840151,818.949703416943,412.144303729816,186.969711343743
5056000,470.618433065213,747.592437958833,59.1552839965396,25.4556721507176
5057000,488.902527577595,741.160677635966,64.1841923659739,31.7151001226585
5057200,524.027506556697,748.877248378706,46.1871921648667,16.4364594468656
5062500,683.698956661835,740.976685381204,93.7294562538023,49.5907584653751
5087500,580.950015663598,720.986178581294,91.7796444076006,22.4569352777718
5120500,469.477640644033,746.843892481031,31.7666210850193,14.2423150009284
5123400,490.920968240682,716.805174515087,31.0079068156299,13.2868469386324
5131500,735.306444327624,703.677638974882,216.535621360115,96.8927115825531
5291000,619.358294265357,820.51846309604,77.7153669324902,27.5862433641446
5362000,871.053728208426,761.184908379727,313.443887742584,108.678928717806
5393500,881.539868156639,762.298772690866,379.324893791094,127.785705292971
5399500,847.735497505938,779.135053136956,263.612597428819,50.3998436708807
5408000,916.251036824,814.842551602222,257.003319484855,186.454354334504
5412500,955.807140313987,834.841712421197,288.813237418067,158.401462766886
5413500,942.112288971004,839.436911927795,253.491656178725,187.499758704323
5414000,956.614308123907,837.138053000004,273.232723501793,196.24711960279
5444000,1008.71862782156,872.957030757593,294.522302172029,183.783190525741
5454000,984.365017136898,875.440155301618,284.145639657449,99.8086344132753
5458000,917.135192252074,830.467934804116,258.776387306191,109.967297183782
5466500,988.496768829662,894.213134677558,299.655356622723,129.735229066661
5487980,974.912800634914,893.699346404909,269.94711380319,46.5177927851849
5488200,968.872489629784,891.151453574697,265.807478736586,44.8529106384533
5489000,983.801364240315,895.023607862983,268.530797774024,47.5846798292449
5495000,1016.58813989207,913.281008992967,310.145723383555,44.8888709767245
5495500,1016.19008552117,928.568468341874,288.850682239569,34.6719182976531
5501000,1041.82954734466,938.126832808662,305.938805554512,44.5618176534743
5503800,1067.61790392755,943.649784440741,286.092393175864,19.3403073046512
5507600,1071.0355503491,1307.12622679084,268.440106762499,14.7135486517455
5508805,1057.15767424583,987.059772500544,273.76162533156,36.1306307121378
5514500,1088.25545065465,956.856964633836,292.06442685253,40.5288418007761
5525500,1008.22575113815,904.830139234973,335.157809608708,97.9458265552607
5556500,1010.57060084281,876.627191222737,297.642942662931,119.054041709462
5584500,1017.1926685891,917.323489440486,284.67616482055,77.7227716633586
5585000,1017.42414761074,920.440085666303,278.802130709753,74.5536503050197
5591550,1072.43003355076,944.865773752815,342.341725737773,96.3284003529358
5592050,1042.00204743142,948.309427104131,319.491351173621,72.8452165518151
5592575,1117.45439022616,978.231267661268,338.158126226842,37.6371838255392
5593575,1108.57360755092,979.372425469568,340.825469337594,22.0669183575115
5593900,1049.45638379132,960.437075708937,308.038340902558,36.7221948982431
5595730,1151.23799602243,977.920902737991,369.518630710042,25.54236913293
6154410,485.223231565397,763.735008086182,91.8344272924553,59.731867440786
6332515,450.004973863381,906.108814473593,20.5027200998646,2.4333768813883
6339100,430.826976399975,774.880802695238,24.0231807588007,3.53662296868213
6339500,427.309543181648,789.921600996604,19.2049666514063,4.11037510724877
6344600,425.739227590865,779.107045466999,27.0688518617684,3.48289675016283
6350000,405.658810832329,795.085911805507,21.106081944246,4.57622192379758
6352000,410.967812256293,853.283175583791,21.1745722327985,4.50187502948028
6353000,426.781799115679,1112.83264019451,17.7084619142355,4.5190993233742
6354000,428.53949416124,966.016103403069,20.7206376202458,5.76312740094362
6360500,434.594677787872,834.654587760788,22.9947822234925,4.84472343627154
6404000,532.621969208705,883.769934403109,49.3453010983403,20.4995704750361
6406000,498.06797303146,869.490904059214,33.8883926166391,22.3113159575567
6440200,481.352339988491,865.671389707898,25.9580896687392,1.34044243570758
6441500,476.981005428754,855.006824764544,19.4373573419179,3.24466113544465
6447000,467.271144454879,997.912236789005,17.9585710082069,4.18818685295821
6447500,514.363070779658,884.207928944821,26.4377634224119,15.9029086627204
6450500,524.870421636078,866.796287663016,35.9441623903021,22.4253080205042
6452000,494.62554892854,882.275409063484,23.5802363810233,7.91661363165814
6453600,632.732590880169,875.118652441459,44.9090192240165,18.6166926364474
6464500,563.381246002014,880.091500449272,29.7739999573321,16.3643104126561
6468170,475.99377481303,756.741460862255,72.0229942709716,23.9188499648751
6468250,476.796790823498,1045.39801331641,83.8069666181143,29.558216463886
6470800,552.768957447822,772.643583896216,78.8427332406651,24.0661181753973
6477500,606.486625999496,856.870165651127,27.9771368127208,5.32643166822706
6479215,656.186876158653,799.706625515209,76.2778411061896,20.9714360334421
6479438,631.130399687987,822.536349065832,76.8378652306923,27.4657727981209
6601000,769.351594122791,877.863740832108,124.308597505648,75.864110673707
6784000,633.375663097401,907.452030493369,48.4791401195993,31.2526488308508
6803510,782.93064505883,915.082202390761,116.753695143672,40.6391164118315
6803530,796.550515456043,911.448529567707,114.772086637337,38.3946217840521
6814000,875.354000612457,943.857315492807,153.059093062423,34.1606092637095
6847900,557.15984246065,1214.37470941454,3.68579168905539,1.44020471938393
6853800,714.117591290176,1042.45672154666,42.7826609960939,14.3809676668225
6876700,732.456725130828,979.997644044226,60.5446916841217,16.779515464085
6878000,812.239599801632,1056.66299939506,99.5925199894181,30.8493181258767
6879650,940.202931084934,967.4601225967,179.819873570695,56.5996516256652
6885500,893.64560399016,1048.26953182621,158.455893147282,32.6192867118267
6888500,947.763903606013,999.224810871782,218.572202266977,71.4535255139326
6889200,940.074957252176,960.565100106193,216.152284920347,46.3841556286067
6889500,949.552799838719,963.083114054808,209.705180703867,44.3675547825261
6892000,1006.49760852745,959.120745718736,244.085288428928,42.9725881033922
6903400,1007.94768367937,894.693007038564,280.731998254054,30.988761766494
6906800,1144.99943975323,972.726639161304,326.502190717926,43.8033078152918
6910800,964.707246013923,994.749708751999,203.958884587969,32.4214991854413
6911900,963.289805386563,977.902609665649,203.449486379271,30.8160112628888
6917000,1123.35755340288,1009.89671373529,301.378103198593,46.0124927571268
6918460,1194.20176394021,1009.83836518719,372.113786489003,167.112334541453
6919500,1232.28856152985,1045.5227172582,308.840899356188,60.3360293571656
6921070,1188.84974333782,1008.16671390042,360.861263551674,96.0183945107754
6921200,1186.40564454505,1002.01756385428,358.010715695292,73.7847202546727
6934000,1197.44155552653,989.027845373257,350.023712915969,156.699276569723
7014500,1206.98829362058,1014.97099328214,334.399160784014,154.384363001341
7056000,1298.29453664707,1027.27482155799,447.613062256259,145.327623810314
7057500,1182.79409656922,1014.30143374341,475.579067845171,307.831517085243
7060710,1349.89406639038,1114.73427636879,281.059784625176,72.7090750824118
7066000,1211.81764400574,1006.19200920045,449.2154591945,232.432361910914
7067000,1279.19904556513,1007.9048098977,459.344151958196,282.451583549181
7068000,1255.8370831581,1004.38350308915,511.165419720634,338.384736682206
7071500,1217.73729522317,1013.24655228603,355.034789680791,252.770793386569
7142300,646.187465084825,1035.48214042008,12.287182621879,6.85000120651285
7145700,891.777212213081,1025.5005925345,183.754575437397,21.6154405227952
7148400,688.062761539718,1170.94201269178,41.485498165503,17.78874165513
7149000,711.1637919125,1100.70488366685,61.7049799797209,32.2975142634102
7151500,827.870203980633,1090.26776396598,124.731099915175,46.0880652537686
7167500,1000.4975354817,997.504841523862,254.279496858638,43.8094634031246
7180500,935.232212204574,1073.20919887725,208.809904541031,59.1038944905037
7184000,1179.10145649341,1006.53776912567,348.980964468625,25.9722431919171
7195800,1265.27856619984,1046.62145647095,375.786803827603,173.56313051604
7196900,1328.00148445039,1046.3932886576,421.742542638347,120.3738936522
7197000,1297.08212458064,1050.2431516886,402.736327424787,150.842744172997
7226500,398.222272867309,990.212593380551,2.81543455651387,0.0940292195276004
7261000,1361.56469483801,1062.37766105822,514.742433129878,151.682841726096
7263295,1435.12773083221,1241.18747801749,505.151348830096,93.3040517478059
7290650,1509.20292935474,1248.58622276473,427.088174748161,85.6850349040086
7291000,1559.46728706728,1163.85148156092,494.344028750485,153.669601321541
7292500,1563.72337208147,1266.10418382956,492.401105399628,180.335971764085
7295000,1624.57575186289,1292.29258712237,530.616260633332,131.076478033595
7299670,619.458661853772,1513.33888893676,32.4335138539221,12.9603374405833
7301410,607.501909431163,1064.26417338519,15.8767506418383,9.41892008850591
7301500,618.204889303432,1133.79258130935,19.9622748582161,8.64825128806202
7315200,812.896795777787,1397.08530280711,62.9225260702183,2.4316027535899
7315700,897.658336480684,1124.43026051547,130.272108094067,12.5395766042043
7335700,1523.22417399744,1040.86670617471,755.740763320693,171.956147986863
7340300,1590.13098345344,1056.19938003642,700.15028977089,173.296133462039
7346045,1262.99829953079,1149.10186160481,304.400557557775,122.265991001448
7359610,1546.10835367542,1071.08221735986,666.79002256461,219.563984267143
7362100,1355.85658185323,1117.5136993216,377.962729597496,88.1159536077959
7362587,1530.91176365185,1156.06656857142,622.608264871084,93.8099044644216
7373000,1541.85125289726,1248.52297707436,427.046285661012,164.37372863164
7375000,1670.73042133666,1354.87914537292,554.037784357617,224.892593053287
7376000,1681.7639843279,1434.00389577032,509.392152930523,201.135595108281
8013000,1554.92571189494,1177.39804666665,539.386175798628,124.505457632862
8014500,1609.96017841734,1195.47885110725,515.449196374592,206.334921896757
8023080,1397.60267163948,1178.1158386474,355.588128173618,31.6760556825392
8025500,1438.01497550681,1174.80026063068,366.248728044815,71.6063255828158
8029500,1497.55839179069,1304.0545677809,385.76056767193,156.918534816291
8050800,1025.04169387679,1150.04465507648,179.712312283646,12.2131338145046
8066200,1321.05783129861,1419.64225227375,288.13428288282,33.4674746276115
8066300,1382.45721903518,1531.33047719547,304.023212402126,104.224496946898
8070000,1272.68700179314,1342.01105947295,256.688629583988,57.6020678253818
8070200,1284.6525236009,1471.32487866756,252.000990647917,63.4078758027297
8079600,503.244302092903,1306.11283794126,40.9191467999612,0.699680213424691
8082700,656.396694186418,1333.59632643793,25.7789418427822,0.642141858638077
8086212,672.455186039034,1192.40101358453,27.1208963019313,2.47114452769357
8086290,712.288027215224,1307.57577038665,33.9582283201995,1.06305925005048
8101000,821.461329018911,1209.52844772744,79.1146009765803,19.8196326225637
8103900,843.840171091671,1216.46500352258,104.249455177851,34.9537752875005
8104900,879.44459646544,1225.14414168439,135.58599058704,46.616760485014
8109700,918.898805406978,1237.74188142311,89.5392013119178,14.9059411102908
8150800,742.068322953882,1223.22526557622,30.560672044706,8.6721149580831
8155200,888.876172908628,1232.43695156393,127.634791954352,49.0185367820294
8158700,909.477356776841,1232.31558370162,141.773939627133,58.4768091698256
8158810,896.027286323826,1232.78782079849,180.719481469762,68.9727281843086
8164000,1011.88180879761,1733.54476054859,178.170566605761,25.5205475536156
8164300,991.950341480718,1723.69007124327,136.694882609256,18.0591027080004
8164600,1052.7706451592,1382.10839462628,204.438578544036,14.3759549707842
8165300,775.515971547952,1223.44422363328,76.9973766789158,47.0307327180948
8171300,904.167539261921,1707.23493292993,136.478502877648,59.0081373915949
8175000,844.926507461773,1259.22213277755,79.0416478635615,6.59444823624148
8176900,855.656618837148,1419.8204633816,72.318977536084,11.696733888688
8178880,860.814707395763,1235.10920057315,151.32352452444,76.5710545626498
8189500,824.610856006165,1732.58307474802,68.1924052287868,9.42347699459844
8190000,665.832612896311,1244.56572072375,84.8459573171644,48.566581266192
8190500,636.535596280002,1540.97899416146,15.2824503814589,1.81107360586604
8194200,496.37228847083,1322.02842559778,26.8522169878155,0.619517791678833
8195000,764.80459215272,1238.95138815603,126.642236954096,75.7727519470855
8196000,725.727000488265,1251.80132633899,94.2702676758774,42.3772528657872
8198500,776.71584149773,1248.37902626025,54.1994606817331,14.0603413228187
8200000,819.027369638446,1240.55985335606,165.263629407448,64.9344330973352
8202700,765.730203344358,1252.8415502311,17.8631656422126,0.212447385916411
9430500,492.098031555165,1261.08196289883,33.8209413651505,17.648901270507
9447800,385.868021932195,1188.92728622121,11.5080111537341,4.0885663563666
9480000,542.49764966385,1274.46440473003,15.0035109931858,4.1690748805819
9484000,558.548372040933,1676.82871942451,167.255997421517,39.1027582275801
9484600,441.0905308268,1350.40503387409,3.91484416446168,0.614350688464732
9497800,563.359480814772,1502.17557335759,46.2827939975094,24.3178435445496
9497980,607.062112629212,1287.99999400168,51.6966636893752,18.6599326627781
9505350,597.24366681808,1205.54070132389,92.1910189653894,14.3676109816451
9508300,593.087587329618,1406.36156136624,131.426549466652,16.065433307945
9510200,474.558110916032,1238.61893914657,50.2986804600235,10.3776318302273
9512280,452.568255672089,1259.93597012134,27.5827318698244,4.27693488391714
9513780,443.006815777923,1281.70252606887,52.9623885007384,6.18163976826243
10258000,393.072780848234,1229.15716224312,96.9301623873828,56.8240610806944
10258500,308.135919133509,1148.37269290186,18.77499056375,5.29150190910043
10259200,244.941186802904,1143.53116551996,23.9030607948506,6.42762135323598
11098000,708.376422893317,1308.90865136427,222.491293175336,84.8561284567867
11124500,698.700923905573,1160.64753738011,108.100664444093,43.4638539660416
11141280,671.030174407447,1004.79327140595,160.180545415671,85.7758970324016
11148900,809.246901469217,1006.13266459884,350.795609903776,84.4313460798004
11151300,476.210801153802,1327.94732811596,22.0677503376341,5.81921320182015
